Player,Nation,Position,Team,Age,Matches,Minutes,YellowCards,RedCards,Goals,PKGoals,PKAttempts,Assists,OwnGoals,PassAttempted,PassCompleted,AerialsWon,AerialsLost,AerialsWonPerc,Tackles,TacklesWon,Clearances,FoulsCommitted,PKConceded,Shots,ShotsTarget,FoulsDrawn,Crosses,PKWon
Brenden Aaronson,USA,MFFW,Leeds United,22,20,1596,0.11,0,1,0,0,0.11,0,31,23.2,0.34,1.19,22.2,1.64,0.51,0.28,0.62,0,1.53,0.28,2.26,2.54,0
Che Adams,SCO,FW,Southampton,26,21,1577,0,0,4,0,0,0.11,0,22.2,14.6,2.97,5.03,37.1,0.86,0.69,1.03,1.77,0,2.06,0.74,1.03,0.51,0
Tyler Adams,USA,MF,Leeds United,23,19,1706,0.26,0.05,0,0,0,0,0,57.4,47.1,0.89,0.63,58.6,4.11,2,1.16,1.74,0,0.11,0,1.05,0.11,0
Tosin Adarabioyo,ENG,DF,Fulham,25,14,1095,0.16,0,1,0,0,0,0,48.5,38.9,2.13,0.41,83.9,1.07,0.41,5.33,0.66,0,0.33,0.16,0.25,0.08,0
Nayef Aguerd,MAR,DF,West Ham,26,6,515,0.53,0,0,0,0,0,0,39.5,30.9,1.75,1.05,62.5,2.28,1.58,4.39,0.7,0,0.88,0,0.7,0,0
Naouirou Ahamada,FRA,MFFW,Crystal Palace,20,2,16,0,0,0,0,0,0,0,70,50,0,0,0,0,0,0,0,0,5,0,0,5,0
Rayan Aït Nouri,FRA,DF,Wolves,21,17,913,0.3,0,1,0,0,0,0.1,48.4,39.3,1.29,1.39,48.1,2.67,1.58,2.57,1.09,0.1,0.99,0.5,0.69,2.08,0
Kristoffer Ajer,NOR,DF,Brentford,24,9,763,0,0,0,0,0,0,0,40.6,30.5,1.76,1.29,57.7,1.29,0.94,2.59,0.59,0.12,0.12,0,0.94,0.71,0
Manuel Akanji,SUI,DF,Manchester City,27,15,1286,0.07,0,0,0,0,0.07,0,80.9,76.2,0.84,1.4,37.5,1.54,1.05,1.19,0.91,0,0.77,0.14,0.49,0.21,0
Nathan Aké,NED,DF,Manchester City,27,15,1156,0,0,0,0,0,0,0,92,84.2,1.72,1.33,56.4,1.25,0.55,1.64,0.7,0,0.31,0,0.7,0.39,0
Marc Albrighton,ENG,FWMF,Leicester City,33,6,237,0,0,1,0,0,0,0,57.3,34.6,0.38,0.38,50,1.54,0.38,1.92,0.77,0,0.77,0.38,0.77,10.8,0
Thiago Alcántara,ESP,MF,Liverpool,31,14,1154,0.16,0,0,0,0,0,0,76.6,65.8,1.09,1.88,36.8,3.2,1.8,0.94,1.41,0.08,0.7,0.08,1.95,0.08,0
Carlos Alcaraz,ARG,MF,Southampton,20,3,134,0,0,1,0,0,0,0,32.7,24.7,0,1.33,0,1.33,1.33,0.67,1.33,0,2.67,0.67,0.67,0,0
Trent Alexander-Arnold,ENG,DF,Liverpool,24,20,1441,0.19,0,1,0,0,0.06,0,88.9,64.9,0.69,0.44,61.1,1.44,1.06,1.13,0.5,0,1.31,0.19,0.19,8.56,0
Alisson,BRA,GK,Liverpool,30,20,1800,0,0,0,0,0,0.05,0,37.1,31.8,0.2,0.05,80,0,0,0.6,0.05,0,0,0,0.05,0,0
Dele Alli,ENG,MF,Everton,26,2,40,0,0,0,0,0,0,0,37.5,30,2.5,5,33.3,0,0,0,0,0,0,0,2.5,0,0
Miguel Almirón,PAR,FW,Newcastle Utd,29,22,1816,0.05,0,10,0,0,0.05,0,35.5,29.3,0.2,0.45,30.8,1.78,1.19,0.45,0.69,0,2.33,0.74,1.29,0.94,0
Julián Álvarez,ARG,FWMF,Manchester City,23,16,578,0,0,4,0,0,0,0,31.3,24.7,0.78,1.72,31.3,1.56,0.78,0.16,1.56,0,2.97,1.25,0.78,1.25,0
Daniel Amartey,GHA,DF,Leicester City,28,17,1365,0.07,0,0,0,0,0,0,62.8,57.5,1.91,1.51,55.8,1.12,0.39,3.82,0.46,0.07,0.2,0.13,0.2,0,0
Joachim Andersen,DEN,DF,Crystal Palace,26,17,1477,0.18,0,1,0,0,0,0,63.8,50.9,2.44,1.1,69,1.46,0.67,6.95,0.98,0,0.67,0.3,0.67,0.24,0
Elliot Anderson,SCO,FWMF,Newcastle Utd,20,10,121,0,0,0,0,0,0,0,54.6,41.5,3.85,1.54,71.4,3.85,2.31,0,1.54,0,3.08,0.77,5.38,2.31,0
Jaidon Anthony,ENG,MFFW,Bournemouth,23,17,783,0.11,0,3,0,0,0,0,39.5,28.9,0.92,1.03,47.1,2.76,1.49,1.03,0.69,0,1.95,1.15,0.69,3.56,0
Michail Antonio,JAM,FW,West Ham,32,21,1051,0.09,0,2,0,0,0.17,0,17.4,9.06,2.05,3.93,34.3,0.94,0.51,0.34,1.45,0,2.05,0.68,1.97,1.62,0
Antony,BRA,FW,Manchester Utd,22,12,908,0.3,0,3,0,0,0,0,40.9,31.6,0.3,0.79,27.3,1.39,0.3,0.3,0.4,0,3.27,1.39,1.29,1.78,0
Cameron Archer,ENG,FWMF,Aston Villa,21,6,49,0,0,0,0,0,0,0,24,16,0,0,0,0,0,0,4,0,0,0,2,2,0
Alphonse Areola,FRA,GK,West Ham,29,2,107,0,0,0,0,0,0,0,35,24.2,0,0,0,0,0,0,0.83,0.83,0,0,0,0,0
Joe Aribo,NGA,MFFW,Southampton,26,19,1094,0.16,0,2,0,0,0,0,29,21.1,2.21,2.95,42.9,2.38,1.56,0.82,0.74,0,1.07,0.66,0.9,0.57,0
Adam Armstrong,ENG,FW,Southampton,26,20,1027,0,0,1,0,0,0.09,0,22.1,16.2,0.26,1.23,17.6,0.88,0.53,0.44,0.96,0,1.67,0.79,0.61,1.14,0
Stuart Armstrong,SCO,MFFW,Southampton,30,18,767,0.35,0,1,0,0,0,0,43.2,34.2,0.59,0.59,50,1.65,0.94,0.71,1.18,0,1.53,0.35,1.29,1.88,0
Kepa Arrizabalaga,ESP,GK,Chelsea,28,14,1215,0,0,0,0,0,0,0,37.5,32.1,0.37,0.07,83.3,0.15,0.15,0.59,0,0,0,0,0.3,0,0
Pierre-Emerick Aubameyang,GAB,FW,Chelsea,33,11,433,0.21,0,1,0,0,0,0,17.9,12.7,0.21,1.88,10,0.21,0,0.83,0.83,0,2.08,1.04,0.21,0.63,0
Ludwig Augustinsson,SWE,DF,Aston Villa,28,3,77,1.11,0,0,0,0,0,0,47.8,28.9,4.44,1.11,80,1.11,1.11,1.11,1.11,0,2.22,1.11,3.33,5.56,0
Serge Aurier,CIV,DF,Nott'ham Forest,30,14,1082,0.17,0,1,0,0,0,0,49.3,33.6,2.5,1.33,65.2,3.25,2,3.83,0.67,0,0.5,0.17,1.33,2.58,0
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,25,16,730,0,0,4,0,0,0,0,15.3,11.1,0.86,3.7,18.9,1.23,0.99,1.23,0.99,0,2.35,0.99,1.23,0.37,0
André Ayew,GHA,FW,Nott'ham Forest,33,2,29,0,0,0,0,0,0,0,6.67,6.67,3.33,6.67,33.3,3.33,0,3.33,0,0,0,0,3.33,0,0
Jordan Ayew,GHA,FWMF,Crystal Palace,31,22,1497,0.06,0,1,0,0,0.06,0,28.1,21.4,1.69,3.55,32.2,2.83,1.81,1.33,1.87,0,0.78,0.36,2.77,1.14,0
Luke Ayling,ENG,DF,Leeds United,31,14,704,0.13,0,0,0,0,0.13,0,49.2,33.1,3.08,2.95,51.1,3.33,1.79,2.18,0.9,0,0.9,0.13,1.92,2.18,0
César Azpilicueta,ESP,DF,Chelsea,33,18,1023,0.26,0,0,0,0,0,0,67.7,54.6,1.93,1.32,59.5,2.28,1.32,3.6,1.49,0,0.44,0.09,0.35,1.49,0
Benoît Badiashile,FRA,DF,Chelsea,21,4,360,0.25,0,0,0,0,0,0,89,81.5,4,1,80,1.5,0.5,5.5,0.5,0,1,0.25,0.5,0,0
Leon Bailey,JAM,FWMF,Aston Villa,25,20,1317,0.27,0,4,0,0,0.14,0,25.8,16,1.1,2.47,30.8,0.75,0.34,0.41,1.37,0,2.4,0.82,0.89,4.79,0
Stefan Bajcetic,ESP,MF,Liverpool,18,5,194,0.45,0,1,0,0,0,0,47.3,37.7,1.82,1.36,57.1,1.36,0.91,0.91,1.82,0,0.91,0.45,2.27,1.82,0
Patrick Bamford,ENG,FW,Leeds United,29,14,593,0,0,1,0,0.15,0.3,0,19.1,13.5,1.36,2.73,33.3,0.61,0.45,0.91,1.21,0,3.03,1.36,0.91,0.15,0
Shandon Baptiste,GRN,MF,Brentford,24,12,431,0.21,0,0,0,0,0,0,38.8,32.1,0.63,1.25,33.3,1.46,1.04,1.46,1.25,0,0.42,0.21,2.29,1.04,0
Harvey Barnes,ENG,MFFW,Leicester City,25,20,1696,0.05,0,8,0,0,0.05,0,25.9,18.4,1.01,1.91,34.5,0.85,0.59,0.32,1.38,0,2.5,1.22,1.22,1.22,0
Gavin Bazunu,IRL,GK,Southampton,20,22,1980,0,0,0,0,0,0,0,36.6,22.2,0.45,0,100,0.05,0,0.86,0.05,0.05,0,0,0,0,0
Mads Bech Sørensen,DEN,DFMF,Brentford,24,4,21,0,0,0,0,0,0,0,55,35,5,0,100,0,0,5,0,0,0,0,0,0,0
Jan Bednarek,POL,DF,Southampton,26,4,339,0,0,0,0,0,0,0.26,42.6,34.7,2.89,1.58,64.7,1.84,1.32,3.68,0.53,0,1.32,0,0,0.26,0
Jan Bednarek,POL,DF,Aston Villa,26,3,100,0,0,0,0,0,0,0,60,54.5,0,0,0,2.73,2.73,4.55,0.91,0,0,0,0.91,0,0
Donny van de Beek,NED,MF,Manchester Utd,25,7,167,0,0,0,0,0,0,0,32.1,24.2,1.58,1.58,50,0,0,0.53,2.11,0,1.05,0,1.05,0,0
Asmir Begovi?,BIH,GK,Everton,35,1,90,0,0,0,0,0,0,0,30,21,1,0,100,0,0,1,0,0,0,0,0,0,0
Armel Bella Kotchap,GER,DF,Southampton,21,13,1026,0.09,0,0,0,0,0.09,0,40,30.2,2.11,1.23,63.2,1.67,0.61,5.18,0.53,0,0.88,0.09,1.67,0.35,0
Saïd Benrahma,ALG,FWMF,West Ham,27,20,1193,0,0,3,0.15,0.15,0.08,0,34.6,27.8,0.23,0.45,33.3,1.05,0.45,0.68,0.6,0,2.86,0.83,0.68,2.86,0
Rodrigo Bentancur,URU,MF,Tottenham,25,18,1500,0.48,0,5,0,0,0.12,0,52.6,44.1,0.9,0.96,48.4,2.69,1.68,1.32,1.44,0,0.9,0.54,0.48,0.96,0
Victor Bernth Kristiansen,DEN,DF,Leicester City,20,2,170,0,0,0,0,0,0,0,50.5,33.2,0.53,2.11,20,6.32,4.74,4.21,0,0,0.53,0,0.53,2.63,0
Owen Bevan,WAL,DF,Bournemouth,19,1,9,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Giulian Biancone,FRA,DF,Nott'ham Forest,22,2,17,0,0,0,0,0,0,0,105,75,10,0,100,10,5,0,0,0,0,0,0,5,0
Philip Billing,DEN,MFFW,Bournemouth,26,21,1555,0.12,0,4,0,0,0.06,0,31.2,23.3,1.85,1.16,61.5,2.2,1.21,1.73,1.04,0,1.16,0.58,1.27,1.21,0
Yves Bissouma,MLI,MF,Tottenham,26,20,814,0.56,0,0,0,0,0,0,63.4,57.1,0.67,0.67,50,1.33,1.11,0.78,1.56,0,0.56,0,0.78,0.22,0
Willy Boly,CIV,DF,Nott'ham Forest,32,8,592,0.3,0,0,0,0,0.15,0,36.4,27.4,2.12,1.06,66.7,1.97,0.91,5.76,0.61,0,0.15,0,0.76,0,0
Sven Botman,NED,DF,Newcastle Utd,23,20,1687,0.05,0,0,0,0,0,0,51.5,44.2,1.98,1.02,66.1,1.28,0.75,3.58,0.48,0,0.59,0.21,0.37,0,0
Jarrod Bowen,ENG,FWMF,West Ham,26,22,1970,0.05,0,4,0.05,0.09,0.05,0,25.1,16.2,0.78,1.92,28.8,1.28,0.46,0.59,0.64,0,2.01,0.46,1.87,4.34,0.14
James Bree,ENG,DF,Southampton,25,2,169,0,0,0,0,0,0,0,48.4,34.7,3.68,2.11,63.6,1.05,0,1.05,0,0,0,0,0,4.21,0
Armando Broja,ALB,FW,Chelsea,21,12,294,0,0,1,0,0,0,0,16.1,10,2.73,6.36,30,1.21,0.3,0.3,0.61,0,1.82,1.52,1.82,0,0.3
Lewis Brunt,ENG,DF,Leicester City,22,1,23,0,0,0,0,0,0,0,70,56.7,0,0,0,0,0,6.67,0,0,0,0,3.33,0,0
Bryan,ESP,MFFW,Tottenham,22,4,148,0.63,0,0,0,0,0.63,0,37.5,29.4,0,1.25,0,1.88,0.63,0.63,1.25,0,1.25,0.63,1.25,1.25,0
Emi Buendía,ARG,MFFW,Aston Villa,26,21,1220,0,0,3,0,0,0,0,42.2,33.1,1.03,1.91,35,2.57,0.96,0.66,1.62,0,2.21,0.44,1.54,1.18,0
Hugo Bueno,ESP,DF,Wolves,20,12,866,0.1,0,0,0,0,0.1,0,45.1,36.4,0.42,1.04,28.6,2.71,1.46,2.81,0.1,0,0.42,0.1,0.63,3.85,0
Facundo Buonanotte,ARG,MFFW,Brighton,18,1,16,0,0,0,0,0,0,0,40,35,0,0,0,0,0,0,5,0,0,0,0,0,0
Dan Burn,ENG,DF,Newcastle Utd,30,22,1854,0.1,0,0,0,0,0,0,50.3,39.9,2.57,1.21,67.9,1.21,0.83,4.03,0.92,0.05,0.53,0.15,0.05,0.53,0
Cafú,POR,MF,Nott'ham Forest,29,1,7,0,0,0,0,0,0,0,20,20,0,0,0,0,0,10,0,0,0,0,0,0,0
Moisés Caicedo,ECU,MF,Brighton,21,20,1729,0.31,0,1,0,0,0.05,0,61.4,54.1,1.2,0.68,63.9,2.97,1.46,0.99,2.03,0,0.73,0.26,1.3,0.47,0
Tom Cairney,SCO,MF,Fulham,32,22,471,0.19,0,0,0,0,0,0,76.9,65.8,0.77,0.77,50,2.5,0.77,0.38,0.58,0,2.12,0,1.54,3.46,0
Duje ?aleta-Car,CRO,DF,Southampton,26,10,716,0.13,0,0,0,0,0,0,51.8,43.9,1.25,1.38,47.6,1.38,0.88,5.25,0.88,0,0.38,0.13,0.13,0.13,0
Dominic Calvert-Lewin,ENG,FW,Everton,25,11,731,0.12,0,1,0,0,0,0,17.2,10.6,4.32,5.06,46.1,0.37,0.12,0.62,1.48,0,1.98,0.49,0.99,0.25,0
Chem Campbell,WAL,FWMF,Wolves,20,5,74,0,0,0,0,0,0,0,40,28.8,2.5,1.25,66.7,2.5,1.25,0,0,0,2.5,0,1.25,5,0
João Cancelo,POR,DF,Manchester City,28,17,1274,0.21,0.07,2,0,0,0.07,0,85.9,73,1.9,0.77,71.1,2.04,1.48,0.63,0.92,0.14,1.2,0.21,1.27,3.17,0
Thomas Cannon,IRL,FW,Everton,20,2,25,0,0,0,0,0,0,0,16.7,13.3,0,6.67,0,0,0,0,0,0,3.33,3.33,6.67,0,0
Sergi Canós,ESP,FWDF,Brentford,26,5,77,0,0,0,0,0,0,0,47.8,25.6,0,1.11,0,0,0,1.11,3.33,0,1.11,0,3.33,3.33,0
Diego Carlos,BRA,DF,Aston Villa,29,2,179,0,0,0,0,0,0,0,64,50.5,1.5,1.5,50,0.5,0,1,0.5,0,2,0,0,0.5,0
Fabio Carvalho,POR,MFFW,Liverpool,20,11,337,0,0,2,0,0,0,0,36.5,30,1.08,2.43,30.8,2.16,2.16,0,1.35,0,2.97,1.08,1.62,0.54,0
Casemiro,BRA,MF,Manchester Utd,30,17,1230,0.36,0.07,2,0,0,0.22,0,62.4,48.5,2.34,1.09,68.1,4.09,1.9,2.77,2.26,0,1.24,0.36,1.39,0.88,0
Matty Cash,POL,DF,Aston Villa,25,17,1185,0.23,0,0,0,0,0,0,51.4,39.2,0.76,0.53,58.8,2.27,1.36,1.59,0.98,0.08,0.53,0.08,0.61,3.18,0
Timothy Castagne,BEL,DF,Leicester City,27,21,1821,0.1,0,1,0,0,0.1,0,54.9,43.9,1.44,1.78,44.6,2.57,1.53,2.77,0.79,0,0.54,0.15,0.35,2.13,0
Jonny Castro,ESP,DF,Wolves,28,15,1020,0.27,0,0,0,0,0,0,63.8,53.9,1.06,1.15,48,2.39,0.88,2.04,0.8,0,0.71,0.09,1.42,1.59,0
Julio César Enciso,PAR,FWMF,Brighton,19,5,131,0.67,0,0,0,0,0,0,19.3,12.7,0.67,0.67,50,0.67,0,0,2.67,0,5.33,4,0.67,0.67,0
Nathaniel Chalobah,ENG,MF,Fulham,28,4,12,0,10,0,0,0,0,0,50,40,10,20,33.3,10,10,20,20,0,10,10,0,0,0
Trevoh Chalobah,ENG,DF,Chelsea,23,12,971,0.28,0,0,0,0,0,0.09,59.3,52.6,1.76,1.39,55.9,1.48,0.93,3.15,0.65,0,0.46,0.09,0.46,0.19,0
Calum Chambers,ENG,DFMF,Aston Villa,28,4,110,0.83,0,0,0,0,0,0,69.2,57.5,1.67,1.67,50,1.67,1.67,0.83,4.17,0,0.83,0,0,0,0
Ben Chilwell,ENG,DFMF,Chelsea,26,11,450,0.2,0,1,0,0,0.2,0,66.8,52.2,3.2,1,76.2,1.8,1.2,2,1.2,0,0.6,0.2,1.4,3.6,0.2
Ryan Christie,SCO,MFFW,Bournemouth,27,19,1036,0.09,0,1,0,0,0,0,30.7,24.8,0.52,1.22,30,1.74,1.3,1.04,1.74,0,1.48,0.43,2.26,1.22,0
Carney Chukwuemeka,ENG,MFFW,Chelsea,19,8,202,0,0,0,0,0,0,0,42.3,34.5,0.45,1.36,25,3.64,1.82,0.45,0.45,0,1.82,0.45,0.91,1.36,0
Bobby Clark,ENG,MF,Liverpool,18,1,8,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0
Nathaniel Clyne,ENG,DF,Crystal Palace,31,16,1206,0.15,0,0,0,0,0,0,48.7,37.9,0.45,0.75,37.5,1.57,0.75,2.31,0.45,0,0,0,0.45,1.27,0
Conor Coady,ENG,DF,Everton,29,19,1700,0.05,0,1,0,0,0.05,0,52.9,44.7,1.11,1.11,50,0.58,0.42,4.07,0.42,0,0.16,0.11,0.58,0.05,0
Jack Colback,ENG,MF,Nott'ham Forest,33,8,281,0,0,0,0,0,0,0,23.2,19,0.65,1.29,33.3,3.87,2.9,1.61,1.29,0,0,0,1.94,0.32,0
Séamus Coleman,IRL,DF,Everton,34,13,857,0,0,0,0,0,0,0,42.5,34.5,0.74,0.63,53.8,1.58,1.37,3.47,0.42,0,0.32,0,0.95,1.05,0
Nathan Collins,IRL,DF,Wolves,21,17,1472,0.12,0.06,0,0,0,0,0,55.7,49.5,1.52,1.4,52.1,1.28,0.67,4.33,0.79,0,0.06,0,0.43,0,0
Levi Colwill,ENG,DF,Brighton,19,7,463,0,0,0,0,0,0,0,83.1,74.3,2.94,0.98,75,0.2,0.2,2.75,0.2,0,0.2,0,0.59,0,0
Lewis Cook,ENG,MF,Bournemouth,26,19,1486,0.12,0,0,0,0,0.12,0,39.2,30.8,0.42,0.48,46.7,2.18,1.33,1.39,0.73,0,0.3,0,0.48,2.18,0
Steve Cook,ENG,DF,Nott'ham Forest,31,12,957,0.38,0,0,0,0,0,0,43.3,34.8,2.55,0.94,73,0.75,0.38,4.81,0.47,0.09,0.28,0,0.19,0.09,0
Liam Cooper,SCO,DF,Leeds United,31,13,1106,0.16,0,1,0,0,0,0,49.5,39,3.74,2.2,63,2.2,1.54,3.41,0.73,0,0.73,0.16,0.65,0,0
Maxwel Cornet,CIV,FW,West Ham,26,5,91,0,0,0,0,0,0,0,30,20,2,3,40,4,1,0,2,0,4,1,2,2,0
Diego Costa,ESP,FW,Wolves,34,10,644,0.28,0.14,0,0,0,0,0,12.8,9.31,2.22,3.33,40,0.28,0,0.97,2.36,0,2.92,0.97,0.56,0.69,0
Vladimír Coufal,CZE,DF,West Ham,30,16,1291,0.28,0,0,0,0,0,0,50.1,31.7,1.4,1.05,57.1,2.31,1.4,2.38,1.12,0,0.35,0,0.77,5.1,0
Philippe Coutinho,BRA,MFFW,Aston Villa,30,18,712,0.38,0,0,0,0,0,0,45.7,34.2,0.38,1.52,20,1.65,1.14,0.13,1.77,0,2.41,0.76,1.52,2.41,0
Conor Coventry,IRL,MFFW,West Ham,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Cresswell,ENG,DF,West Ham,33,18,1533,0.12,0,0,0,0,0,0,63.9,50.8,1.41,1.18,54.5,0.82,0.41,2.35,0.47,0,0.41,0.06,0.29,5.94,0
Marc Cucurella,ESP,DF,Chelsea,24,20,1345,0.13,0,0,0,0,0.13,0,71.8,59.9,0.81,0.74,52.2,3.29,1.41,2.62,0.81,0,0.4,0,1.01,2.75,0
Matheus Cunha,BRA,FW,Wolves,23,5,250,0,0,0,0,0,0,0,21.8,15.7,0.71,5,12.5,0.36,0,1.79,2.86,0,2.14,0.71,1.79,0.71,0
Patson Daka,ZAM,FW,Leicester City,24,17,706,0.26,0,3,0,0,0.38,0,20.1,13.3,1.41,2.31,37.9,1.03,0.64,0.77,1.41,0,2.44,1.41,0.77,0.51,0.13
Diogo Dalot,POR,DF,Manchester Utd,23,15,1268,0.35,0,0,0,0,0.14,0,58.6,45.3,1.7,0.78,68.6,2.2,1.77,2.13,1.06,0,0.99,0.28,0.21,2.06,0
Mikkel Damsgaard,DEN,MFFW,Brentford,22,11,285,0.63,0,0,0,0,0,0,40,28.4,0.31,2.19,12.5,2.81,2.19,1.56,1.56,0,1.25,0.94,1.25,2.81,0
Danilo,BRA,MF,Nott'ham Forest,21,2,91,1,0,0,0,0,0,0,38,27,2,2,50,6,4,3,2,0,1,0,1,0,0
Arnaut Danjuma,NED,FW,Tottenham,26,1,12,0,0,0,0,0,0,0,110,60,0,0,0,0,0,0,0,0,0,0,0,10,0
Josh Dasilva,ENG,MF,Brentford,24,22,999,0.09,0,3,0,0,0.18,0,38.2,30.4,0.54,0.45,54.5,1.26,0.63,0.45,0.81,0,1.17,0.45,1.26,2.25,0
Ben Davies,WAL,DF,Tottenham,29,20,1441,0.13,0,2,0,0,0.06,0,56.5,47.7,2.25,2,52.9,0.94,0.44,2.69,1.19,0,0.63,0.25,0.5,0.88,0
Tom Davies,ENG,MF,Everton,24,10,413,0.43,0,0,0,0,0,0,39.8,30.2,1.52,2.61,36.8,2.17,1.52,1.3,0.65,0,1.3,0.22,1.09,0.22,0
Craig Dawson,ENG,DF,West Ham,32,8,720,0.25,0,0,0,0,0,0,38.8,30.6,1.75,0.88,66.7,1.25,0.75,3.25,0.75,0.13,0.75,0.13,0.38,0.25,0.13
Craig Dawson,ENG,DF,Wolves,32,2,180,0.5,0,1,0,0,0,0,54.5,48,3,3.5,46.2,1,0.5,7.5,0.5,0,1,0.5,1,0,0
Kevin De Bruyne,BEL,MF,Manchester City,31,20,1599,0.06,0,3,0,0,0.62,0,59.4,42.8,0.45,0.56,44.4,1.07,0.51,0.39,0.9,0,2.64,0.9,0.9,8.82,0.06
Siriki Dembélé,CIV,FWMF,Bournemouth,26,6,110,0,0,0,0,0,0,0,39.2,30.8,0,3.33,0,2.5,0.83,0.83,0.83,0,1.67,1.67,1.67,2.5,0
Leander Dendoncker,BEL,MF,Aston Villa,27,12,341,0,0,0,0,0,0,0,38.9,33.9,1.32,1.58,45.5,2.89,1.05,1.58,0.26,0,0.26,0,0,0.53,0
Leander Dendoncker,BEL,MF,Wolves,27,4,214,0,0,0,0,0,0,0,41.3,35.8,0.83,2.08,28.6,1.67,0.83,1.67,0,0,1.25,0.83,0,0.42,0
Emmanuel Dennis,NGA,FW,Nott'ham Forest,25,11,408,0.44,0,1,0,0,0.22,0,24.7,17.1,1.33,2,40,1.56,1.11,0.44,1.33,0,2.44,0.44,3.78,1.33,0
Halil Derviþoðlu,TUR,MF,Brentford,23,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Kiernan Dewsbury-Hall,ENG,MF,Leicester City,24,20,1538,0.12,0,2,0,0,0.12,0,46.8,35.2,0.58,0.47,55.6,1.75,0.99,0.76,1.17,0,0.88,0.23,1.05,2.05,0
Ibrahima Diallo,FRA,MF,Southampton,23,13,714,0.25,0,0,0,0,0,0,41,31.5,1.9,0.89,68.2,2.28,1.27,1.01,2.03,0,0.76,0,0.89,0.38,0
Rúben Dias,POR,DF,Manchester City,25,13,874,0,0,0,0,0,0,0,92.8,85.6,2.68,1.34,66.7,0.62,0.31,2.58,1.03,0,0.52,0.1,0.31,0,0
Luis Díaz,COL,FW,Liverpool,26,8,613,0.29,0,3,0,0,0.29,0,37.6,29.9,0.88,2.06,30,1.47,1.18,0,1.76,0,2.35,1.03,2.35,1.03,0
Eric Dier,ENG,DF,Tottenham,29,22,1915,0.09,0,2,0,0,0,0,66.6,57.4,2.54,1.46,63.5,0.94,0.56,3.38,0.56,0,0.66,0.19,0.28,0.52,0
Lucas Digne,FRA,DF,Aston Villa,29,15,1111,0.16,0,1,0,0,0,0.08,57.3,43.5,1.46,1.06,58.1,1.79,0.65,2.6,0.98,0.08,0.49,0.24,1.54,4.63,0
Issa Diop,FRA,DF,Fulham,26,15,1146,0.08,0,1,0,0,0,0,63.3,53.7,1.81,1.26,59,1.42,1.1,2.99,0.55,0,0.24,0.16,0.24,0.08,0
Moussa Djenepo,MLI,DFFW,Southampton,24,12,578,0,0,0,0,0,0.16,0,33.3,24.5,0.47,1.25,27.3,2.66,1.41,0.94,0.94,0,0.47,0.31,2.34,1.88,0
Ben Doak,SCO,FW,Liverpool,17,2,26,0,0,0,0,0,0,0,46.7,33.3,0,0,0,10,6.67,0,3.33,0,0,0,3.33,0,0
Matt Doherty,IRL,DFMF,Tottenham,31,12,667,0,0,1,0,0,0,0,55.1,44.5,2.7,1.76,60.6,2.16,1.35,1.89,1.49,0,1.35,0.27,0.54,2.43,0
Gabriel Dos Santos,BRA,DF,Arsenal,25,21,1890,0.19,0,2,0,0,0,0,62,55.3,2.19,2.29,48.9,1.43,1,3.67,0.62,0.05,0.9,0.29,1.19,0.1,0
Abdoulaye Doucouré,MLI,MF,Everton,30,11,318,0.29,0,0,0,0,0,0,42.6,33.4,1.14,1.71,40,2,1.43,0.86,0.86,0.29,1.14,0.29,0.29,0.29,0
Cheick Doucouré,MLI,MF,Crystal Palace,23,20,1647,0.38,0,0,0,0,0.11,0,42.2,35.1,0.71,0.82,46.4,3.01,1.91,1.37,1.37,0,1.26,0.27,0.38,0.16,0
Flynn Downes,ENG,MF,West Ham,24,10,310,0,0,0,0,0,0,0,34.7,28.2,1.18,1.76,40,2.06,1.47,0.59,1.18,0,0.59,0,1.76,0.59,0
Cody Drameh,ENG,DF,Leeds United,21,1,69,0,0,0,0,0,0,0,47.5,37.5,1.25,0,100,6.25,5,1.25,1.25,0,0,0,0,1.25,0
Shane Duffy,IRL,FWDF,Fulham,31,4,6,0,0,0,0,0,0,0,40,20,20,10,66.7,0,0,0,0,0,0,0,10,0,0
Lewis Dunk,ENG,DF,Brighton,31,21,1889,0.1,0,0,0,0,0,0.05,81.8,73.5,1.62,1.48,52.3,0.62,0.38,2.67,0.57,0.14,0.48,0.05,0.62,0.05,0
Jhon Durán,COL,FW,Aston Villa,19,1,9,0,0,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,0,10,0,0
Malcolm Ebiowei,ENG,MFFW,Crystal Palace,19,3,34,0,0,0,0,0,0,0,25,12.5,0,0,0,2.5,2.5,0,0,0,0,0,2.5,7.5,0
Ederson,BRA,GK,Manchester City,29,21,1890,0.05,0,0,0,0,0.05,0,36.4,31.7,0.24,0,100,0.05,0,0.33,0,0,0,0,0.1,0,0
