Player,Nation,Position,Team,Age,Matches,Minutes,YellowCards,RedCards,Goals,PKGoals,PKAttempts,Assists,OwnGoals,PassAttempted,PassCompleted,AerialsWon,AerialsLost,AerialsWonPerc,Tackles,TacklesWon,Clearances,FoulsCommitted,PKConceded,Shots,ShotsTarget,FoulsDrawn,Crosses,PKWon
James Maddison,ENG,MFFW,Leicester City,26,16,1273,0.43,0,9,0,0,0.35,0,45.9,35.3,0.14,0.5,22.2,1.84,0.78,0.35,1.21,0,3.19,1.06,2.55,3.97,0
Noni Madueke,ENG,FW,Chelsea,20,2,112,0,0,0,0,0,0,0,47.5,37.5,0,0.83,0,1.67,1.67,0,0.83,0,1.67,0.83,0.83,3.33,0
Harry Maguire,ENG,DF,Manchester Utd,29,9,391,0.7,0,0,0,0,0,0,57,50,2.09,1.86,52.9,0.93,0.7,4.88,0.7,0,0.23,0,0.47,0,0
Riyad Mahrez,ALG,FWMF,Manchester City,31,16,898,0.2,0,4,0,0,0.3,0,56.8,47.9,0.3,0.8,27.3,1.1,0.5,0.2,0.7,0,2.4,0.9,1.7,4.4,0
Ainsley Maitland-Niles,ENG,MFDF,Southampton,25,11,634,0.43,0,0,0,0,0,0,42.4,34.6,1,0.86,53.8,2.71,1.57,2.43,0.57,0,0,0,0.57,0.86,0
Tyrell Malacia,NED,DF,Manchester Utd,23,13,845,0.32,0,0,0,0,0,0,47.6,39.5,0.53,0.32,62.5,2.66,1.81,3.62,2.23,0,0.32,0.11,0.85,1.38,0
Orel Mangala,BEL,MF,Nott'ham Forest,24,14,693,0.13,0,0,0,0,0,0,35.8,28.8,0.78,0.52,60,1.69,0.91,0.52,1.17,0,0.78,0.13,1.56,0.65,0
Javier Manquillo,ESP,DF,Newcastle Utd,28,1,11,0,0,0,0,0,0,0,70,40,0,0,0,10,0,0,0,0,0,0,0,0,0
Sekou Mara,FRA,FWMF,Southampton,20,14,327,0,0,0,0,0,0.28,0,15.6,11.1,4.17,6.11,40.5,2.78,1.67,0.56,3.33,0,3.89,0.56,1.11,0,0
Solly March,ENG,FWDF,Brighton,28,21,1807,0.1,0,5,0,0,0.2,0,42.7,31,1.14,1.54,42.6,1.49,0.85,1.04,1.59,0,2.34,0.9,1.49,4.63,0
Emiliano Marcondes,DEN,MF,Bournemouth,27,1,9,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,10,0,0
Marquinhos,BRA,MF,Arsenal,19,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Martial,FRA,FW,Manchester Utd,27,9,458,0,0,3,0.2,0.2,0.39,0,26.1,21,0.98,0.59,62.5,0,0,0.39,0.78,0,2.16,0.98,0.59,0.59,0.2
Martinelli,BRA,FW,Arsenal,21,21,1726,0.1,0,7,0,0,0.1,0,36.7,26.8,0.47,1.88,20,0.89,0.52,0.52,1.3,0,2.71,0.94,1.3,4.53,0
Emiliano Martínez,ARG,GK,Aston Villa,30,19,1654,0.16,0,0,0,0,0,0,35.3,26.2,0.27,0,100,0,0,0.49,0,0,0,0,0.16,0,0
Lisandro Martínez,ARG,DF,Manchester Utd,25,20,1568,0.23,0,1,0,0,0,0,65,56.4,1.49,1.21,55.3,2.01,0.98,4.6,0.98,0,0.23,0.06,0.46,0,0
Pape Matar Sarr,SEN,MF,Tottenham,20,4,137,0.67,0,0,0,0,0,0,64.7,60,0.67,1.33,33.3,4,3.33,2,2,0,0.67,0,2,0,0
Jean-Philippe Mateta,FRA,FW,Crystal Palace,25,18,511,0.35,0,1,0,0,0,0,18.4,13,3.51,5.44,39.2,0.7,0.18,2.11,1.75,0,3.16,1.05,0.88,0.18,0
Joël Matip,CMR,DF,Liverpool,31,9,642,0.14,0,0,0,0,0,0.14,67.7,57.3,1.13,1.97,36.4,1.55,0.7,4.23,0.56,0,0,0,0.56,0.14,0
Neal Maupay,FRA,FW,Everton,26,14,712,0.38,0,1,0,0,0,0,19.5,14.6,1.27,2.91,30.3,0.76,0.38,0,1.27,0,2.03,0.89,2.03,0.13,0
Kevin Mbabu,SUI,DFFW,Fulham,27,6,144,0.63,0,0,0,0,0.63,0,58.8,42.5,1.25,3.75,25,1.88,1.25,1.88,2.5,0,0,0,0,4.38,0
Bryan Mbeumo,CMR,FW,Brentford,23,22,1657,0.22,0,5,0.05,0.05,0.11,0,27.3,18.2,0.92,1.79,34,0.6,0.33,0.54,0.71,0,1.96,0.92,0.65,3.97,0
John McGinn,SCO,MF,Aston Villa,28,17,1223,0.29,0,0,0,0,0.07,0,38.8,29.2,0.96,0.66,59.1,2.79,1.76,0.51,1.47,0,1.54,0.37,1.91,1.99,0.07
Scott McKenna,SCO,DF,Nott'ham Forest,26,18,1462,0.25,0,0,0,0,0,0,42.8,34,1.91,1.36,58.5,0.74,0.43,5,0.49,0.06,0.12,0,0.25,0.12,0
Weston McKennie,USA,MF,Leeds United,24,2,123,0.71,0,0,0,0,0,0,43.6,30,4.29,0.71,85.7,2.14,0.71,5,2.86,0,0,0,0,0,0
Dwight McNeil,ENG,FWDF,Everton,23,19,981,0.18,0,2,0,0,0.18,0,36.7,26.5,0.37,1.01,26.7,2.75,1.83,1.19,0.37,0,1.19,0.18,0.64,6.33,0
Scott McTominay,SCO,MF,Manchester Utd,26,15,753,0.6,0,0,0,0,0,0,31.8,25.7,2.38,1.67,58.8,2.26,1.79,4.05,2.26,0.12,0.83,0.36,0.6,0.24,0
Ben Mee,ENG,DF,Brentford,33,21,1838,0.05,0,3,0,0,0,0,49.4,37,3.82,2.21,63.4,1.03,0.54,3.48,0.49,0,0.74,0.2,0.49,0.25,0
Edouard Mendy,SEN,GK,Chelsea,30,9,765,0.12,0,0,0,0,0,0,31.5,25.1,0.24,0,100,0,0,0.35,0,0,0,0,0.24,0,0
Nampalys Mendy,SEN,MF,Leicester City,30,11,420,0,0,1,0,0,0,0,51.7,44.9,0.21,1.06,16.7,1.28,0.85,0.21,0.64,0,0.43,0.21,1.28,0.21,0
Chris Mepham,WAL,DF,Bournemouth,25,18,1559,0.29,0,0,0,0,0,0.06,40.7,33.6,1.85,1.16,61.5,1.45,0.69,5.95,0.69,0,0.35,0.12,0.35,0,0
Illan Meslier,FRA,GK,Leeds United,22,21,1890,0.1,0,0,0,0,0,0,30.3,18.2,0.29,0.05,85.7,0.05,0,0.71,0.05,0,0,0,0.1,0,0
Alexander Mighten,ENG,FW,Nott'ham Forest,20,1,8,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0
Luka Milivojevi?,SRB,MF,Crystal Palace,31,11,293,0,0,0,0,0,0,0,49.1,40,1.82,0.61,75,3.03,1.82,2.42,2.42,0,1.52,0,0.61,0.91,0
James Milner,ENG,DFMF,Liverpool,37,14,546,0.16,0,0,0,0,0.16,0,68.9,51,1.15,1.48,43.8,1.64,0.66,1.48,1.15,0,0.98,0.16,1.31,6.72,0
Yerry Mina,COL,DF,Everton,28,3,234,0.38,0,1,0,0,0,0,66.9,60,2.69,2.69,50,3.46,1.54,3.46,1.54,0,1.15,0.77,1.15,0,0
Tyrone Mings,ENG,DF,Aston Villa,29,19,1710,0.21,0,0,0,0,0.05,0.05,49.9,41.9,1.58,0.89,63.8,0.42,0.11,4.21,0.68,0,0.05,0,0.63,0.11,0.05
Tyrick Mitchell,ENG,DF,Crystal Palace,23,20,1460,0.25,0.06,0,0,0,0.12,0,49.8,35.3,0.86,0.86,50,1.91,1.23,2.53,1.05,0,0.19,0.06,0.43,1.79,0
Kaoru Mitoma,JPN,FWDF,Brighton,25,16,930,0,0,5,0,0,0.1,0,43.4,34.8,0.68,0.39,63.6,2.14,1.46,0.78,0.49,0,1.84,1.07,0.97,1.94,0
Aleksandar Mitrovi?,SRB,FW,Fulham,28,19,1633,0.28,0,11,0.17,0.33,0.06,0,21.9,13.2,4.64,4.64,50,0.66,0.33,0.88,1.6,0,4.2,1.33,1.71,0.17,0.11
Kieffer Moore,WAL,FW,Bournemouth,30,20,1119,0,0,4,0,0,0,0,25.6,15,4.44,4.11,51.9,1.05,0.89,1.61,1.77,0,1.37,0.48,2.26,0.48,0
Andrew Moran,IRL,FW,Brighton,19,1,12,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Álex Moreno,ESP,DF,Aston Villa,29,3,216,0.42,0,0,0,0,0,0,69.2,48.3,0.83,0.42,66.7,1.25,0.83,1.25,2.5,0,2.5,0.42,1.67,4.58,0
Mason Mount,ENG,MFFW,Chelsea,24,21,1539,0.18,0,3,0,0,0.12,0,43.2,32.5,0.47,0.7,40,1.7,0.94,0.53,1.4,0,1.81,0.53,1.52,3.68,0
Lucas Moura,BRA,MFDF,Tottenham,30,8,98,0,0,0,0,0,0,0,49.1,34.5,1.82,0.91,66.7,6.36,4.55,0.91,0.91,0,0.91,0,2.73,5.45,0
João Moutinho,POR,MF,Wolves,36,20,1396,0.13,0,0,0,0,0.13,0,53.4,43.7,0.39,1.1,26.1,2.65,1.42,0.84,1.48,0,0.77,0.06,0.65,2.52,0
Divin Mubama,ENG,FW,West Ham,18,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mykhailo Mudryk,UKR,FW,Chelsea,22,3,147,0,0,0,0,0,0,0,31.3,25,0.63,1.25,33.3,3.75,3.75,0.63,0.63,0,0.63,0,1.88,0.63,0
Jacob Murphy,ENG,FW,Newcastle Utd,27,22,557,0,0,1,0,0,0.16,0,30.3,18.9,0.32,0.81,28.6,1.45,0.65,0.32,1.13,0,1.94,0.81,0.65,3.39,0
Enock Mwepu,ZAM,FWMF,Brighton,25,6,213,0,0,0,0,0,0.42,0,32.5,25.4,0,2.92,0,4.17,2.08,0.42,0.83,0,0.83,0.42,0.42,1.25,0
Vitaliy Mykolenko,UKR,DFMF,Everton,23,21,1778,0.15,0,0,0,0,0,0,45.7,34.8,0.71,1.26,35.9,1.72,0.86,3.08,0.96,0,0.35,0.1,0.66,1.77,0
Keylor Navas,CRC,GK,Nott'ham Forest,36,2,180,0,0,0,0,0,0,0,40,23,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Wilfred Ndidi,NGA,MFDF,Leicester City,26,15,898,0.3,0,0,0,0,0,0,58.3,50.7,0.9,1.4,39.1,2.9,2.1,2.1,1.7,0.1,0.5,0.2,0.7,0.1,0
Reiss Nelson,ENG,FW,Arsenal,23,2,65,0,0,2,0,0,1.43,0,55.7,50,0,1.43,0,1.43,0,0,2.86,0,4.29,4.29,2.86,1.43,0
Neto,BRA,GK,Bournemouth,33,12,1035,0.26,0,0,0,0,0,0,30.1,18.9,0.17,0.17,50,0.09,0,0.17,0,0,0,0,0.26,0,0
Pedro Neto,POR,FWMF,Wolves,22,8,599,0.15,0,0,0,0,0,0,35.8,26.4,0,0.45,0,1.19,0.9,0.15,0.75,0,1.64,0.3,1.04,6.72,0
Rúben Neves,POR,MF,Wolves,25,21,1890,0.33,0,5,0.1,0.1,0,0,62.2,51.4,0.76,0.81,48.5,2.48,1.19,2.71,0.81,0.05,1.9,0.38,0.38,1,0
Moussa Niakhate,FRA,DF,Nott'ham Forest,26,2,160,0,0,0,0,0,0,0,27.8,21.1,6.11,3.33,64.7,0.56,0,10,1.67,0,1.67,1.11,0,0,0
Rasmus Nissen,DEN,DF,Leeds United,25,14,1133,0.32,0,0,0,0,0.08,0,53.6,37.6,1.59,1.11,58.8,3.1,1.59,2.86,1.27,0,0.56,0.08,0.32,2.14,0
Eddie Nketiah,ENG,FW,Arsenal,23,19,781,0.11,0,4,0,0,0,0,22.8,18.6,0.8,2.87,21.9,1.15,0.92,0.69,2.53,0,3.45,1.49,1.95,0.46,0
Matheus Nunes,POR,MF,Wolves,24,19,1408,0.06,0,0,0,0,0.06,0,38.3,30.6,0.77,0.9,46.2,2.24,1.47,1.35,1.67,0.06,1.41,0.38,1.54,1.41,0
Darwin Núñez,URU,FW,Liverpool,23,15,989,0.09,0.09,5,0,0,0.18,0,19.1,12.3,2.27,2.64,46.3,0.55,0.27,0.73,1.09,0,5.55,2.27,0.91,1.09,0
Ethan Nwaneri,ENG,FW,Arsenal,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Nørgaard,DEN,MF,Brentford,28,12,959,0.09,0,1,0,0,0.19,0,42.2,30.7,0.84,0.93,47.4,2.24,1.12,2.15,1.4,0,0.93,0.56,0.93,0.47,0
Lewis O'Brien,ENG,MF,Nott'ham Forest,24,13,584,0.31,0,1,0,0,0,0,32.9,25.5,0.31,0.92,25,2.46,1.38,1.38,0.77,0,1.08,0.31,2.31,0.62,0
Angelo Ogbonna,ITA,DF,West Ham,34,7,477,0,0,0,0,0,0,0,30.2,25.5,2.08,2.64,44,1.13,0.38,5.28,0,0,0.19,0,0.38,0,0
Michael Olise,FRA,MFFW,Crystal Palace,21,21,1375,0.13,0,2,0,0,0.26,0,48.4,34,0.39,0.92,30,2.09,1.11,0.65,0.85,0,1.5,0.33,1.76,7.25,0
Robin Olsen,SWE,GK,Aston Villa,33,3,236,0,0,0,0,0,0,0,42.7,25,0,0,0,0,0,0.38,0,0,0,0,0,0,0
Amadou Onana,BEL,MF,Everton,21,19,1485,0.36,0,1,0,0,0.06,0,38.1,32.1,2,2.06,49.3,3.03,2,1.52,1.82,0,1.21,0.18,2.06,0.18,0
Josh Onomah,ENG,MF,Fulham,25,2,15,0,0,0,0,0,0,0,30,20,5,0,100,5,0,0,0,0,0,0,0,0,0
Paul Onuachu,NGA,FW,Southampton,28,2,118,0,0,0,0,0,0,0,23.1,15.4,11.5,10,53.6,0,0,0.77,2.31,0,0.77,0.77,0.77,0,0
Frank Onyeka,NGA,MF,Brentford,25,12,442,0,0,0,0,0,0.2,0,26.3,19.8,1.02,2.04,33.3,2.45,1.84,1.43,1.84,0,0.61,0.2,2.24,0.2,0
Mislav Ori?,CRO,MF,Southampton,30,1,7,0,0,0,0,0,0,0,30,20,0,0,0,10,10,0,0,0,0,0,0,0,0
Dango Ouattara,BFA,MF,Bournemouth,21,3,258,0,0,0,0,0,0.69,0,23.4,15.9,3.1,1.72,64.3,1.38,1.03,2.07,0.69,0,3.45,0.69,1.38,3.45,0
Alex Oxlade-Chamberlain,ENG,FWMF,Liverpool,29,8,314,0,0,1,0,0,0,0,28.3,20.9,0.29,1.14,20,1.43,1.14,1.14,0.86,0,2,0.86,1.14,0.57,0
David Ozoh,ESP,FW,Crystal Palace,17,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
João Palhinha,POR,MF,Fulham,27,22,1955,0.37,0,3,0,0,0,0,34.9,28.1,2.17,1.24,63.5,4.52,2.58,2.03,1.15,0,1.29,0.32,1.24,0.09,0
Cole Palmer,ENG,FWMF,Manchester City,20,9,119,0.77,0,0,0,0,0,0,55.4,47.7,0.77,0.77,50,2.31,0.77,0.77,0.77,0,1.54,0,2.31,3.08,0
Emerson Palmieri,ITA,DFMF,West Ham,28,11,547,0.16,0,1,0,0,0,0,46.1,36.2,1.64,0.49,76.9,1.48,0.82,1.97,1.15,0,1.15,0.49,0.82,2.46,0
Lucas Paquetá,BRA,MF,West Ham,25,15,1084,0.25,0,2,0.08,0.08,0.17,0,47.6,37.5,1.75,1.08,61.8,2.25,1.58,1.67,2.25,0,2.58,0.67,1.5,1.08,0
Thomas Partey,GHA,MF,Arsenal,29,18,1539,0.12,0,2,0,0,0,0,71.5,61.6,1.17,0.94,55.6,2.46,1.4,1.7,1.11,0,1.29,0.18,0.64,0.18,0
Nathan Patterson,SCO,DFMF,Everton,21,13,988,0.27,0,0,0,0,0,0,47,36,0.64,0.73,46.7,3.55,1.55,3.09,0.73,0,0.73,0.09,0.91,2.64,0
Ben Pearson,ENG,MF,Bournemouth,28,7,286,0.31,0,0,0,0,0,0,41.9,33.8,0.63,0.94,40,2.19,0.94,1.88,2.81,0,0.63,0.31,0.63,0,0
Facundo Pellistri,URU,FW,Manchester Utd,21,1,32,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0
Andreas Pereira,BRA,MF,Fulham,27,23,1904,0.28,0,2,0.05,0.05,0.28,0,35.6,23,0.33,0.94,25.9,0.52,0.28,0.24,1.32,0.05,1.42,0.52,1.13,6.93,0
Ricardo Pereira,POR,MFFW,Leicester City,29,1,3,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Ayoze Pérez,ESP,MFFW,Leicester City,29,8,382,0,0,0,0,0,0.24,0,40.7,28.1,0.48,0.95,33.3,2.62,1.9,0.71,1.67,0,1.9,0.48,2.86,4.05,0
Ivan Perii?,CRO,DFMF,Tottenham,34,23,1420,0.19,0,0,0,0,0.32,0,48,31.1,1.14,1.27,47.4,1.77,0.89,1.71,1.27,0,0.95,0.19,0.13,7.97,0
Romain Perraud,FRA,DF,Southampton,25,20,1179,0.15,0,2,0,0,0.15,0.08,41.8,28.9,0.61,1.45,29.6,2.21,1.37,1.68,1.22,0,1.76,0.31,0.76,3.97,0
Kalvin Phillips,ENG,MF,Manchester City,27,3,21,0,0,0,0,0,0,0,100,80,0,0,0,0,0,15,15,0,5,0,0,0,0
Nathaniel Phillips,ENG,DF,Liverpool,25,2,66,0,0,0,0,0,0,0,117.1,101.4,5.71,0,100,2.86,1.43,1.43,1.43,0,1.43,0,0,0,0
Jordan Pickford,ENG,GK,Everton,28,20,1800,0.2,0,0,0,0,0.05,0,36.8,22.8,0.2,0.15,57.1,0,0,0.65,0.05,0.05,0,0,0.1,0,0
Ethan Pinnock,JAM,DF,Brentford,29,14,1260,0,0,0,0,0,0,0.07,35.8,26.1,4,2.07,65.9,1,0.57,9.14,0.29,0,0.5,0.21,0.29,0.21,0
Daniel Podence,POR,FWMF,Wolves,27,21,1312,0.27,0,5,0,0,0,0,34.1,23.2,0.41,0.62,40,1.51,0.96,0.41,1.51,0,2.26,0.89,1.3,2.12,0
Nick Pope,ENG,GK,Newcastle Utd,30,22,1980,0.14,0,0,0,0,0,0,25.7,17.6,0.09,0,100,0.05,0,0.82,0,0,0,0,0,0,0
Pedro Porro,ESP,DF,Tottenham,23,1,74,0,0,0,0,0,0,0,38.8,30,1.25,1.25,50,1.25,0,1.25,0,0,0,0,3.75,2.5,0
Dennis Praet,BEL,MFFW,Leicester City,28,12,377,0.24,0,1,0,0,0,0,32.4,24,0,2.14,0,2.38,1.67,0.95,1.19,0,0.48,0.24,1.67,2.38,0
Isaac Price,NIR,MF,Everton,19,1,33,2.5,0,0,0,0,0,0,35,30,0,0,0,0,0,0,0,0,0,0,0,2.5,0
Christian Pulisic,USA,FWDF,Chelsea,24,16,609,0.15,0,1,0,0,0.15,0,33.7,27.2,0.59,2.35,20,1.62,0.88,0.59,1.32,0,2.21,0.59,2.06,1.03,0
Aaron Ramsdale,ENG,GK,Arsenal,24,21,1890,0,0,0,0,0,0,0,28.9,19.2,0.14,0,100,0.05,0.05,0.62,0,0,0,0,0.14,0,0
Jacob Ramsey,ENG,MF,Aston Villa,21,18,1236,0.29,0,2,0,0,0.15,0.07,36.6,30.3,0.66,1.53,30,2.85,1.82,0.95,1.09,0,0.88,0.51,1.9,0.58,0
Marcus Rashford,ENG,FW,Manchester Utd,25,22,1795,0.1,0,11,0,0,0.15,0,25.8,19.4,0.85,1.51,36.2,0.8,0.3,0.3,0.4,0,3.02,1.31,0.75,0.8,0
David Raya,ESP,GK,Brentford,27,22,1980,0.05,0,0,0,0,0,0,42.6,26.9,0.5,0.05,91.7,0,0,0.27,0,0,0,0,0.09,0,0
Tim Ream,USA,DF,Fulham,35,23,2067,0.09,0,1,0,0,0,0,57,49.2,1.26,0.78,61.7,1,0.52,3.39,0.48,0,0.13,0.09,0.26,0.17,0
Nathan Redmond,ENG,DF,Southampton,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Harrison Reed,ENG,MF,Fulham,28,22,1815,0.25,0,2,0,0,0.05,0,38.1,28.7,0.94,1.09,46.3,1.19,0.79,1.34,0.94,0,0.79,0.2,0.69,1.68,0
Bobby Reid,JAM,FWDF,Fulham,30,22,1817,0.35,0,4,0,0,0.05,0,35.3,24.5,0.45,1.39,24.3,1.53,0.94,1.29,1.53,0.05,1.24,0.45,0.79,2.18,0.1
Declan Rice,ENG,MF,West Ham,24,22,1980,0.14,0,1,0,0.05,0.05,0,60.2,52.8,1.05,0.68,60.5,2.32,0.95,1.55,0.77,0,1.14,0.18,0.23,1,0
Chris Richards,USA,DF,Crystal Palace,22,7,348,0,0,0,0,0,0,0,35.1,29,2.31,0.51,81.8,1.79,1.28,6.67,0.26,0,1.03,0,0.26,0,0
Richarlison,BRA,MFFW,Tottenham,25,14,503,0.36,0,0,0,0,0.36,0,28,20.7,0.71,1.61,30.8,1.61,1.07,1.07,1.25,0,2.5,0.89,2.14,1.43,0.18
Jaïro Riedewald,NED,DFFW,Crystal Palace,26,4,49,0,0,0,0,0,0,0,70,52,2,2,50,4,2,8,2,0,0,0,0,0,0
Matt Ritchie,SCO,FW,Newcastle Utd,33,2,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Robertson,SCO,DF,Liverpool,28,18,1322,0,0,0,0,0,0.34,0,75.5,59.5,0.75,0.88,45.8,1.09,0.68,1.7,0.68,0,0.61,0.07,0.48,7.48,0
Antonee Robinson,USA,DF,Fulham,25,20,1738,0.26,0,0,0,0,0,0,53.9,39.5,1.09,0.83,56.8,1.61,0.93,2.38,0.83,0.05,0.05,0,0.62,3.63,0
Marc Roca,ESP,MF,Leeds United,26,20,1461,0.25,0,1,0,0,0.06,0,53.2,40.9,0.8,0.62,56.5,2.53,1.67,0.93,1.23,0,0.93,0.37,0.93,2.28,0
Marek Rodák,SVK,GK,Fulham,26,2,180,0,0,0,0,0,0,0,30.5,14.5,0.5,0,100,0,0,0.5,0,0,0,0,0,0,0
Rodri,ESP,MF,Manchester City,26,20,1733,0.16,0,1,0,0,0.21,0,96.9,88.4,2.44,1.19,67.1,2.28,1.45,1.14,1.61,0,1.61,0.36,0.57,0.16,0
Rodrigo,ESP,FWMF,Leeds United,31,18,1296,0.21,0,10,0.07,0.07,0.07,0,27.1,19,1.32,2.92,31.1,0.69,0.28,1.11,1.11,0,3.61,1.32,0.28,0.9,0
Mads Roerslev,DEN,DF,Brentford,23,14,933,0,0,0,0,0,0,0,24.4,15.7,0.67,0.87,43.8,1.54,0.96,2.98,0.19,0,0.29,0,0.29,1.73,0
Cristian Romero,ARG,DF,Tottenham,24,14,1194,0.53,0.08,0,0,0,0,0,58.9,51.2,2.11,0.9,70,2.56,1.35,3.23,1.65,0,0.45,0.15,0.38,0,0
Oriol Romeu,ESP,MF,Southampton,31,1,74,0,0,0,0,0,0,0,37.5,35,2.5,0,100,1.25,0,1.25,1.25,0,0,0,2.5,1.25,0
Cristiano Ronaldo,POR,FW,Manchester Utd,38,10,525,0.34,0,1,0,0,0,0,27.9,20.9,2.59,1.38,65.2,0.34,0.34,1.55,1.21,0,4.31,1.03,0.86,0.52,0
Connor Ronan,IRL,MF,Wolves,24,1,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0
Salomón Rondón,VEN,FW,Everton,33,7,109,0,0,0,0,0,0,0,24.2,18.3,5.83,5,53.8,0,0,0,3.33,0,3.33,0.83,0,0,0
Joe Rothwell,ENG,MFDF,Bournemouth,28,7,157,0,0,0,0,0,0,0,41.2,35.3,0,1.18,0,1.76,0.59,0.59,1.18,0,0.59,0.59,0.59,2.35,0
Georginio Rutter,FRA,FW,Leeds United,20,2,52,0,0,0,0,0,0,0,13.3,5,5,1.67,75,1.67,1.67,3.33,1.67,0,0,0,3.33,0,0
José Sá,POR,GK,Wolves,30,22,1980,0,0,0,0,0,0,0,34.1,24.5,0.23,0.05,83.3,0.05,0,0.32,0,0,0,0,0.18,0,0
Marcel Sabitzer,AUT,MF,Manchester Utd,28,2,91,1,0,0,0,0,0,0,53,43,1,0,100,0,0,4,2,0,3,1,0,2,0
Allan Saint-Maximin,FRA,FW,Newcastle Utd,25,14,635,0.14,0,1,0,0,0.42,0,35.2,23.9,0.14,0,100,0.7,0.42,0.14,0.42,0,2.39,0.85,1.55,2.68,0
Bukayo Saka,ENG,FW,Arsenal,21,21,1801,0.2,0,7,0.05,0.05,0.4,0,39.5,30.4,0.3,1.15,20.7,1.2,0.75,0.8,1.15,0,2.45,0.75,1.65,4.5,0
Mohamed Salah,EGY,FW,Liverpool,30,20,1776,0,0,7,0,0,0.2,0,27.3,20.5,0.15,0.61,20,0.56,0.41,0.15,0.71,0,3.15,1.22,0.61,0.66,0
William Saliba,FRA,DF,Arsenal,21,21,1875,0.19,0,2,0,0,0.05,0.05,64.8,59.4,1.78,1.49,54.4,1.25,0.67,3.37,0.77,0.1,0.24,0.14,0.43,0.05,0
Mohammed Salisu,GHA,DF,Southampton,23,21,1889,0.24,0,0,0,0,0.05,0.05,55,40.4,2.57,1.24,67.5,2.38,1.33,5.52,1.19,0,0.76,0.19,0.14,0.62,0
Albert Sambi Lokonga,BEL,MF,Arsenal,23,6,198,0,0,0,0,0,0,0,63.6,60,1.36,0.91,60,0.45,0.45,0.91,0.45,0,0,0,2.27,0,0
Albert Sambi Lokonga,BEL,MF,Crystal Palace,23,2,54,1.67,0,0,0,0,0,0,70,58.3,1.67,0,100,3.33,3.33,1.67,1.67,0,0,0,1.67,0,0
Davinson Sánchez,COL,DF,Tottenham,26,13,573,0.16,0,0,0,0,0,0,63.4,55.6,2.5,1.41,64,2.34,0.94,3.91,0.78,0.16,0.63,0.31,0.63,0.31,0
Robert Sánchez,ESP,GK,Brighton,25,21,1890,0.05,0,0,0,0,0,0,34.3,26,0.29,0,100,0.05,0,0.38,0.05,0.05,0,0,0,0,0
Jadon Sancho,ENG,FW,Manchester Utd,22,11,746,0,0,3,0,0,0.12,0,38.8,31.8,0.24,0.96,20,0.6,0.36,0.24,0.36,0,0.96,0.6,0.6,1.08,0
Morgan Sanson,FRA,MF,Aston Villa,28,2,11,0,0,0,0,0,0,0,70,50,0,10,0,20,10,0,0,0,0,0,20,0,0
Pablo Sarabia,ESP,FW,Wolves,30,3,194,0,0,0,0,0,0,0,33.2,24.5,0.45,2.73,14.3,0.91,0.45,0,0.91,0,2.27,0,0.91,2.73,0
Jeremy Sarmiento,ECU,MF,Brighton,20,7,165,0.56,0,0,0,0,0.56,0,32.8,25.6,0,2.22,0,2.78,1.67,0,2.22,0,2.78,1.11,2.22,1.67,0
Gianluca Scamacca,ITA,FW,West Ham,24,16,926,0.29,0,3,0,0,0,0,17.2,11.5,1.65,2.04,44.7,0.97,0.49,0.49,1.55,0,2.91,0.97,0.97,0.1,0
Gustavo Scarpa,BRA,MFFW,Nott'ham Forest,29,4,160,0.56,0,0,0,0,0,0,36.1,25,0.56,1.11,33.3,2.22,0.56,1.67,1.67,0,3.33,0.56,3.89,1.67,0
Kevin Schade,GER,FWMF,Brentford,21,3,27,3.33,0,0,0,0,0,0,30,16.7,6.67,3.33,66.7,3.33,0,3.33,3.33,0,0,0,0,0,0
Fabian Schär,SUI,DF,Newcastle Utd,31,21,1873,0.19,0,1,0,0,0,0,52.9,40,2.64,1.25,67.9,1.3,0.48,4.33,0.48,0,1.54,0.43,0.72,0.48,0
Jeffrey Schlupp,GHA,MF,Crystal Palace,30,22,1630,0.28,0,1,0,0,0,0,35.7,27.3,0.77,1.27,37.8,2.32,1.66,1.33,1.99,0,0.88,0.33,1.16,0.5,0
